,c1,c2
5499,355552.0,0.02136411320113382
1510,351563.0,0.02138168417735423
6893,356946.0,0.021383805783968625
20276,370329.0,0.021393026561010775
8587,358640.0,0.021393957956495593
20459,370512.0,0.021424695209240032
22452,372505.0,0.021441582954507418
21595,371648.0,0.02145376058974471
18841,368894.0,0.021481848467008693
9266,359319.0,0.021483069958635123
3220,353273.0,0.021509029807714554
3125,353178.0,0.021514325944036527
2884,352937.0,0.021542431211341327
17187,367240.0,0.021556481238185033
17682,367735.0,0.02155773389583021
24415,374468.0,0.02156657552865849
23783,373836.0,0.02157657574423229
11480,361533.0,0.021580737072525506
3372,353425.0,0.02160057888472413
1857,351910.0,0.021603493638699057
23278,373331.0,0.02161653831559018
23898,373951.0,0.021624136129187784
1463,351516.0,0.021629455381447955
8987,359040.0,0.021629885184121758
7058,357111.0,0.021638002137156304
13249,363302.0,0.021656541793497876
23811,373864.0,0.021662304427609226
19932,369985.0,0.02166480147597501
13932,363985.0,0.02168389922998007
12446,362499.0,0.021695048693607985
17612,367665.0,0.021695657177089323
21877,371930.0,0.021696361147323293
13387,363440.0,0.021700483734315445
14113,364166.0,0.0217021113997782
15733,365786.0,0.021705389432171315
14324,364377.0,0.021736187299598718
8949,359002.0,0.02175154190920731
924,350977.0,0.021753158561356546
16431,366484.0,0.021754028627220826
3193,353246.0,0.021760180581032282
5957,356010.0,0.021760695525219427
14552,364605.0,0.02176917826197991
22707,372760.0,0.021775720863877118
17568,367621.0,0.021798072300891123
1951,352004.0,0.021806769900332396
16081,366134.0,0.021814580920457138
12977,363030.0,0.021819922334317485
13647,363700.0,0.021822237985185126
7844,357897.0,0.021823363739556026
3198,353251.0,0.021830753787806717
6937,356990.0,0.021831259575781917
21750,371803.0,0.021832782889125043
13373,363426.0,0.021833025780383247
19723,369776.0,0.021848015583304715
3429,353482.0,0.021851166543295417
7651,357704.0,0.02185680611271151
21938,371991.0,0.021858846346875332
13657,363710.0,0.02189345351198036
5418,355471.0,0.02189411570547713
13551,363604.0,0.021901098390751925
4261,354314.0,0.021915923644472354
18439,368492.0,0.021919921394034557
3983,354036.0,0.021963873524189752
15994,366047.0,0.021971831368861862
16351,366404.0,0.021985233298920923
21916,371969.0,0.02198751104400121
9241,359294.0,0.02200766889950432
23888,373941.0,0.02201113270396351
7311,357364.0,0.022015957032464405
17620,367673.0,0.02201841987090421
10968,361021.0,0.02202287172254809
3312,353365.0,0.022028653270764822
10977,361030.0,0.022030479258080844
16472,366525.0,0.0220315243577699
18558,368611.0,0.02203288222146901
13814,363867.0,0.022046437345584178
23508,373561.0,0.022060351739673648
1899,351952.0,0.022066961911922145
3014,353067.0,0.022092022014153185
6577,356630.0,0.022097718540011465
16343,366396.0,0.022117195048206688
6964,357017.0,0.02211912846879109
3898,353951.0,0.022140982688404386
1504,351557.0,0.022162127407006293
9154,359207.0,0.02217243220922887
2097,352150.0,0.022173020779974368
4417,354470.0,0.02217354151833723
16926,366979.0,0.02217397856691895
12174,362227.0,0.02218026273374123
767,350820.0,0.02218833130537057
14492,364545.0,0.02219994364534372
19373,369426.0,0.022209094568916617
6203,356256.0,0.02221337130451245
7350,357403.0,0.02221485572065451
4641,354694.0,0.02223377577385233
15457,365510.0,0.02226084935099059
12188,362241.0,0.022266708248718344
11179,361232.0,0.02226758003054687
10641,360694.0,0.02227037317112955
9745,359798.0,0.022288094149908212
6192,356245.0,0.022289794542336618
19689,369742.0,0.022300289521078796
10517,360570.0,0.022316390943255757
20304,370357.0,0.022323355513814244
10701,360754.0,0.02233159454073566
22941,372994.0,0.022342034578349327
24740,374793.0,0.02234708380098188
19647,369700.0,0.02234832309091474
1474,351527.0,0.022353234459468505
3084,353137.0,0.02236165358154787
11538,361591.0,0.022375840201879927
14864,364917.0,0.022380775652191664
14945,364998.0,0.022386762939188135
16754,366807.0,0.022407833655492315
15936,365989.0,0.022414268451515305
17155,367208.0,0.022417391030312123
7356,357409.0,0.022423996419720187
24618,374671.0,0.0224384342233468
8978,359031.0,0.02244586677463717
21229,371282.0,0.02244703042398427
15911,365964.0,0.022447525892542106
20134,370187.0,0.022452884422187257
8081,358134.0,0.022455864223534096
13452,363505.0,0.022480723543508715
2055,352108.0,0.022498683709668458
2051,352104.0,0.022515723293443844
5734,355787.0,0.02251985369258868
1767,351820.0,0.02253485705714659
14639,364692.0,0.02253795689485351
19342,369395.0,0.022539627305470832
3443,353496.0,0.02254043583493428
8280,358333.0,0.02256899823787036
1264,351317.0,0.022574397279138965
18458,368511.0,0.0226036981902377
9444,359497.0,0.022608176463969516
9013,359066.0,0.022608355447681344
6725,356778.0,0.02261178903840132
11235,361288.0,0.022618972509776476
6251,356304.0,0.022633129364494742
10885,360938.0,0.022638484851135336
10153,360206.0,0.022653402874607004
4007,354060.0,0.022673909615275954
11066,361119.0,0.02271310708424145
368,350421.0,0.022721012395662085
13766,363819.0,0.022722755046679057
6410,356463.0,0.02273106734891015
4394,354447.0,0.022738106788619355
13068,363121.0,0.02274586086285905
2064,352117.0,0.022749039588592406
14601,364654.0,0.022790925410969404
9077,359130.0,0.02280968489800694
8592,358645.0,0.022812449744528045
3631,353684.0,0.022817610221767093
3115,353168.0,0.0228198677142607
1985,352038.0,0.02282467010570398
19480,369533.0,0.022841194431791795
5273,355326.0,0.022862971080633218
20346,370399.0,0.02288540444154812
4105,354158.0,0.022887649501240788
11178,361231.0,0.02288777794322878
13605,363658.0,0.02289273867133578
12784,362837.0,0.022895463636240204
19251,369304.0,0.022901779393525643
10315,360368.0,0.02290328066636282
20987,371040.0,0.022904196593867436
9388,359441.0,0.022924729436392018
15173,365226.0,0.022931288899322805
6710,356763.0,0.022937025305300406
3970,354023.0,0.022943055671884524
20428,370481.0,0.022944893120602862
4556,354609.0,0.02294633590242946
18831,368884.0,0.02294707901341312
24677,374730.0,0.022968616484565673
1946,351999.0,0.02297794693372994
2619,352672.0,0.022989448987102857
8484,358537.0,0.022990359766717892
1627,351680.0,0.022992671918637676
376,350429.0,0.023007233454745517
16814,366867.0,0.02300730923047801
22412,372465.0,0.023007529245321116
17971,368024.0,0.02304585440296151
1667,351720.0,0.02308171069186485
11560,361613.0,0.023085636172381102
2070,352123.0,0.023090816006194757
13618,363671.0,0.023093596548918262
10113,360166.0,0.02309952333257541
19376,369429.0,0.023136327456963535
15335,365388.0,0.023139024649148566
2017,352070.0,0.02318715040755548
13135,363188.0,0.023188254600961022
4776,354829.0,0.023194655140900758
107,350160.0,0.023200640832792593
18266,368319.0,0.02320139176450718
20999,371052.0,0.023203450911481856
8637,358690.0,0.02321701102010863
11546,361599.0,0.023240038512217093
8461,358514.0,0.02325920854225026
7425,357478.0,0.023264042786832525
7218,357271.0,0.023266334758463802
24664,374717.0,0.023276066821600643
23558,373611.0,0.023278343877949022
11063,361116.0,0.0232974088335918
2561,352614.0,0.023298603242014458
3965,354018.0,0.023311048438881776
19370,369423.0,0.023331587699731787
8174,358227.0,0.023333309957552204
4492,354545.0,0.023335920944174787
12112,362165.0,0.023364428592543583
22485,372538.0,0.023387290933853843
8539,358592.0,0.02339143589664226
20426,370479.0,0.023402224801468672
4422,354475.0,0.023412781757430896
3673,353726.0,0.023413923396647367
8470,358523.0,0.023420840725432403
13251,363304.0,0.023424168681986258
3721,353774.0,0.023424540102374814
15486,365539.0,0.02342501506888824
14438,364491.0,0.02342783966847354
21773,371826.0,0.023431815862513347
6388,356441.0,0.023443915645090824
4058,354111.0,0.02346083688375457
15623,365676.0,0.023463791122215406
18381,368434.0,0.023466627981150377
16696,366749.0,0.023486738560722527
24374,374427.0,0.02349543923163229
6741,356794.0,0.023504562129696177
14648,364701.0,0.02350666024929231
6906,356959.0,0.02352058608578428
21732,371785.0,0.023521935192634572
8716,358769.0,0.023531928728259877
4055,354108.0,0.023532293594524727
6243,356296.0,0.02353775887538071
22930,372983.0,0.02353894350206149
2218,352271.0,0.023565517361508376
18670,368723.0,0.0235655693948187
1187,351240.0,0.023568742200734894
21453,371506.0,0.023576931660457757
10605,360658.0,0.023582571413620287
19333,369386.0,0.023625928282467828
22919,372972.0,0.023629676526546455
7010,357063.0,0.023673852069451804
22815,372868.0,0.023675590573526525
9104,359157.0,0.0236801000806403
20720,370773.0,0.02368296080442155
2893,352946.0,0.02368520784615903
18182,368235.0,0.023685636317310174
14701,364754.0,0.023707804645155185
19362,369415.0,0.02370960980194066
1300,351353.0,0.023710632882588855
1117,351170.0,0.023737705059000577
23286,373339.0,0.02374307922229592
18708,368761.0,0.023755546884798216
6047,356100.0,0.02376281535736533
20747,370800.0,0.023771209322439424
12239,362292.0,0.023772021212893374
81,350134.0,0.02378443883523414
3292,353345.0,0.023790344728841294
20367,370420.0,0.023799776757712086
20547,370600.0,0.02383689197578121
19891,369944.0,0.023837957880751996
6202,356255.0,0.023841525463112374
5277,355330.0,0.023853427609547808
18404,368457.0,0.023859929146953188
5942,355995.0,0.02387004254149492
7297,357350.0,0.02387285851900315
2624,352677.0,0.02388729051032973
11755,361808.0,0.023894915498499196
6140,356193.0,0.023895418621664513
15188,365241.0,0.023910625626427116
6382,356435.0,0.023914825496157012
11636,361689.0,0.02392002780779509
293,350346.0,0.023925595925141454
169,350222.0,0.023938492959266783
24369,374422.0,0.02395493528264463
17221,367274.0,0.023968079298736445
2257,352310.0,0.02399006860252629
4931,354984.0,0.02399565716248112
19881,369934.0,0.024000903941214517
13367,363420.0,0.024014105712145628
2636,352689.0,0.024017409618109404
21887,371940.0,0.02403845411024414
22014,372067.0,0.024039615471250046
16509,366562.0,0.024040804989291766
18562,368615.0,0.024073222579043527
8390,358443.0,0.02409056124940351
4632,354685.0,0.0240942395047715
23391,373444.0,0.02409497051402906
11378,361431.0,0.02409531747285645
6795,356848.0,0.024101640966392883
1906,351959.0,0.02411135977044242
3835,353888.0,0.024136031893009145
7492,357545.0,0.024138622391204057
18268,368321.0,0.02416585468389796
12018,362071.0,0.02417525355949169
21359,371412.0,0.024195702464448278
2271,352324.0,0.02420870673289259
13912,363965.0,0.02422513194359528
21484,371537.0,0.024227645663560445
24674,374727.0,0.02423427584402671
1834,351887.0,0.024235903372527654
16426,366479.0,0.024241709889495804
383,350436.0,0.024269237940643028
16393,366446.0,0.02429457302781409
13975,364028.0,0.024296408957975645
1027,351080.0,0.024297186867963082
5532,355585.0,0.02430762385665255
14647,364700.0,0.024309451684162327
3713,353766.0,0.02431390597910147
9489,359542.0,0.024328281066041114
3599,353652.0,0.024335431306072408
11290,361343.0,0.02434664585615799
10851,360904.0,0.024355326619943662
16475,366528.0,0.024365373684105872
22221,372274.0,0.024373650743902353
13679,363732.0,0.024384072546277502
4926,354979.0,0.024384257649252804
6430,356483.0,0.02443022592014874
24368,374421.0,0.024442994787031675
20926,370979.0,0.024443613360304955
24896,374949.0,0.024452517160142143
24510,374563.0,0.02446027150241391
11369,361422.0,0.02446342635555106
1672,351725.0,0.024486410536033978
12323,362376.0,0.02448680876922295
483,350536.0,0.024490430185182127
8876,358929.0,0.02450150978363501
21963,372016.0,0.024503007652753525
13674,363727.0,0.024513901992378104
14514,364567.0,0.024515327896217208
5925,355978.0,0.02452955379427922
18052,368105.0,0.02453530148805849
15627,365680.0,0.02454536060991631
2627,352680.0,0.02460384387561039
12391,362444.0,0.024611137357636217
6858,356911.0,0.024614124606974295
6313,356366.0,0.024621732494501152
8667,358720.0,0.024631445648215268
15848,365901.0,0.024632960743765222
24672,374725.0,0.02463549429111415
18213,368266.0,0.024638038073422953
3676,353729.0,0.024647000829212336
3066,353119.0,0.024661179161783238
4000,354053.0,0.024680719674333954
21234,371287.0,0.02468828776096599
18338,368391.0,0.024695099535881306
2503,352556.0,0.024695541547408998
7235,357288.0,0.02471221685274204
20491,370544.0,0.024715192026523062
5308,355361.0,0.024729752542186328
17265,367318.0,0.024736025240043032
11109,361162.0,0.024769392965016266
22248,372301.0,0.024778743325811738
2764,352817.0,0.024779905477413437
19728,369781.0,0.024782319362636907
11300,361353.0,0.024788869302493254
4096,354149.0,0.02479188749001403
13698,363751.0,0.02479524994931667
11217,361270.0,0.024819034772839303
2108,352161.0,0.024822836740050407
8286,358339.0,0.02483246213014052
10189,360242.0,0.024835628169936657
20226,370279.0,0.02483922300141795
20909,370962.0,0.02484136602714106
4903,354956.0,0.024854649482041496
16548,366601.0,0.02485571427082462
6761,356814.0,0.024859259493111043
24577,374630.0,0.024860773110784027
1082,351135.0,0.02486645431025079
3070,353123.0,0.0248757567789895
3585,353638.0,0.024877913398473804
1042,351095.0,0.024887745172027426
11417,361470.0,0.024896508310936077
21005,371058.0,0.02491073391187879
24751,374804.0,0.02491708102367036
16747,366800.0,0.024932044320542215
6169,356222.0,0.024936476896819156
395,350448.0,0.024944045552822303
20082,370135.0,0.02494926988798745
11352,361405.0,0.024956043222397688
17809,367862.0,0.02496187160762495
18248,368301.0,0.02496527053032939
4746,354799.0,0.024987287156887847
8638,358691.0,0.024994641661712336
9160,359213.0,0.0250001368093117
14959,365012.0,0.025004825151110355
3535,353588.0,0.025012122814436887
18087,368140.0,0.02501330754441868
114,350167.0,0.02505145573048338
20166,370219.0,0.025063632565067554
3547,353600.0,0.0251125395880873
3039,353092.0,0.025134373094398286
9207,359260.0,0.025145315457728745
22105,372158.0,0.025164581368509742
20169,370222.0,0.025171087171389918
23058,373111.0,0.025182520312607166
20291,370344.0,0.02519691959543519
16283,366336.0,0.025205933416136576
9953,360006.0,0.025221662823527148
15728,365781.0,0.02522914526563993
6742,356795.0,0.025257348427529306
3536,353589.0,0.0252623296479498
5802,355855.0,0.0252879400859547
14488,364541.0,0.025302049787892175
3518,353571.0,0.02530264341217026
11518,361571.0,0.025313392976224543
16379,366432.0,0.02531678190060056
10770,360823.0,0.025317752907965545
159,350212.0,0.025323210738261943
8590,358643.0,0.02532961729519467
14143,364196.0,0.025341253538183388
19650,369703.0,0.025346797755738452
10521,360574.0,0.025359934834114636
6658,356711.0,0.025361609953479344
54,350107.0,0.0254030657392513
3643,353696.0,0.02541581754778228
4822,354875.0,0.025418313132780705
3286,353339.0,0.025418358448677042
19560,369613.0,0.025436349211086066
23309,373362.0,0.025442369005374745
22526,372579.0,0.02547711090022653
10685,360738.0,0.025480749623665297
21389,371442.0,0.02548081642910436
13266,363319.0,0.025491492956332882
24642,374695.0,0.025493169104283352
21394,371447.0,0.0254975559740976
4041,354094.0,0.02549912753545632
21684,371737.0,0.025504392348570555
5255,355308.0,0.02550658922799215
9460,359513.0,0.025515353488051375
5981,356034.0,0.02551816854294873
3731,353784.0,0.02552562230386997
15161,365214.0,0.02554683382379692
3783,353836.0,0.025547714339384114
5482,355535.0,0.025554547728844617
18774,368827.0,0.025578151668641382
10172,360225.0,0.02557822805715887
3622,353675.0,0.025591049759805435
3239,353292.0,0.02561236641999954
15311,365364.0,0.02563567657033108
12778,362831.0,0.025653143956138432
13467,363520.0,0.025668100038617313
22717,372770.0,0.025674251923216106
11738,361791.0,0.025675164341880045
9374,359427.0,0.02568896806526288
5463,355516.0,0.025696270131545948
933,350986.0,0.025698949673007853
16980,367033.0,0.025699457747501094
2621,352674.0,0.025705229341857243
10629,360682.0,0.025731672049069686
19916,369969.0,0.02574156075623251
7697,357750.0,0.025757097007909582
24902,374955.0,0.025763288883979094
9211,359264.0,0.025772956496493905
17174,367227.0,0.02579009611527138
13267,363320.0,0.02579618340610091
24289,374342.0,0.025801527506730686
20650,370703.0,0.025809680400325184
9448,359501.0,0.02582750922625369
23024,373077.0,0.025838079225836585
14970,365023.0,0.025845458215052013
17123,367176.0,0.02585496709169515
5662,355715.0,0.025870396608281214
1796,351849.0,0.025931891642480068
10562,360615.0,0.02594008981408874
23662,373715.0,0.025955383472916326
17381,367434.0,0.02597762634339286
11421,361474.0,0.02597897347053509
5604,355657.0,0.025980244414083607
17913,367966.0,0.02601815924408224
23530,373583.0,0.026060270348675973
5593,355646.0,0.02607591549930142
24912,374965.0,0.02609451879850582
59,350112.0,0.026099018088146048
5468,355521.0,0.026112992244130266
13172,363225.0,0.026119555286431267
18649,368702.0,0.026123803987285123
24878,374931.0,0.02613936287308212
21410,371463.0,0.026158873509483663
13482,363535.0,0.02616009183469079
19837,369890.0,0.026172515276873823
10489,360542.0,0.02618165713821091
6978,357031.0,0.02618965903124605
11193,361246.0,0.02619333194976723
8430,358483.0,0.02619541780921857
584,350637.0,0.026197064879663497
517,350570.0,0.026198496720899044
4497,354550.0,0.026200627323084865
19591,369644.0,0.02621720245495598
14200,364253.0,0.026217674431728254
17374,367427.0,0.026251262134772607
6233,356286.0,0.026267307860443245
20514,370567.0,0.026271923055744342
21758,371811.0,0.026275273783488855
545,350598.0,0.0262839619797708
23229,373282.0,0.026288749642359496
18125,368178.0,0.026291902715720912
15290,365343.0,0.026313028334513485
6605,356658.0,0.02632563941656283
21552,371605.0,0.026351190764915638
14924,364977.0,0.02636118129857423
6204,356257.0,0.02637318154154596
2432,352485.0,0.026395136334528634
10418,360471.0,0.026395144349819134
2576,352629.0,0.026416422787761146
5309,355362.0,0.026422947089553953
6971,357024.0,0.02642384508650813
7355,357408.0,0.026424348818304223
5860,355913.0,0.02643645309584529
19514,369567.0,0.026443725478225103
6929,356982.0,0.02644652131593694
10337,360390.0,0.026448139949768867
1219,351272.0,0.026449450403271693
1571,351624.0,0.026465244855359917
15253,365306.0,0.02650529122403193
7323,357376.0,0.026520136521840192
11569,361622.0,0.02652884955149062
3017,353070.0,0.026552247732520937
6160,356213.0,0.026552399851247372
20373,370426.0,0.02655936675208885
3027,353080.0,0.026565572026463088
15710,365763.0,0.02657826564011611
22108,372161.0,0.026585718765424624
2679,352732.0,0.026585844836791266
1575,351628.0,0.026593191935553227
13181,363234.0,0.02660538567122818
19188,369241.0,0.026618077532115175
4069,354122.0,0.02661891216550422
19356,369409.0,0.02661993468182793
1309,351362.0,0.02662710001124957
17226,367279.0,0.0266315522469157
21705,371758.0,0.026646700626531107
20870,370923.0,0.02665147857097021
3264,353317.0,0.026656061727002543
23271,373324.0,0.026661646983398075
6883,356936.0,0.02666426387122457
6246,356299.0,0.0266741796811023
16507,366560.0,0.026690754294294582
19992,370045.0,0.02669907832270307
9401,359454.0,0.026699503637619585
5671,355724.0,0.02672016943073729
13031,363084.0,0.026727033350563152
7850,357903.0,0.026746946747413618
2578,352631.0,0.026747615430315317
11189,361242.0,0.026748369482247708
8141,358194.0,0.02674850750695139
46,350099.0,0.026748862083889574
18295,368348.0,0.02676128072690802
10533,360586.0,0.02677744434037342
11132,361185.0,0.026791733159592903
4173,354226.0,0.02679827145008949
12173,362226.0,0.026801642603869233
3569,353622.0,0.02681247705767461
19467,369520.0,0.026813010302955177
2403,352456.0,0.026817232020535802
2554,352607.0,0.026818836521722234
15288,365341.0,0.026819206232926357
16579,366632.0,0.02686047312557818
9665,359718.0,0.0268619841737402
8996,359049.0,0.026864389790375285
18579,368632.0,0.0268694768553929
9200,359253.0,0.026876820576335524
16160,366213.0,0.026892371754480837
9642,359695.0,0.026892689902454928
13186,363239.0,0.026907685852418702
5212,355265.0,0.026925677112261362
10168,360221.0,0.026953896687327897
16562,366615.0,0.026955191220190692
2642,352695.0,0.02696613461837159
17969,368022.0,0.026977145948235165
5004,355057.0,0.02699152701177254
21971,372024.0,0.027003788317016296
5437,355490.0,0.02700502268940687
3321,353374.0,0.027008156473353504
18707,368760.0,0.027008324381119886
14168,364221.0,0.02700863233748445
3507,353560.0,0.02701490355577317
1593,351646.0,0.027036357007680208
4271,354324.0,0.027041333179150823
11135,361188.0,0.027047166466744578
9191,359244.0,0.027076991007800446
5147,355200.0,0.02707878978410506
14568,364621.0,0.027095096713778685
19325,369378.0,0.027096772793757502
15399,365452.0,0.02712184167121317
17734,367787.0,0.02716986968603917
12092,362145.0,0.02718007449267654
22663,372716.0,0.027193797800703117
1418,351471.0,0.0272015305495589
2358,352411.0,0.0272046096946588
11393,361446.0,0.027209114221812603
1104,351157.0,0.027230609914034164
14466,364519.0,0.027241291762965303
14370,364423.0,0.027291610014519373
9688,359741.0,0.0272979213643812
4176,354229.0,0.027302615979810214
779,350832.0,0.02732782756589735
19629,369682.0,0.027329753919754635
168,350221.0,0.02733522028542249
1015,351068.0,0.027341928513733186
148,350201.0,0.02735557934328273
13000,363053.0,0.027358015951327048
19186,369239.0,0.027361250904095722
21763,371816.0,0.027361315711509265
5563,355616.0,0.02736914017406308
18465,368518.0,0.027421463116191327
18305,368358.0,0.027442234405796594
3640,353693.0,0.02745166786467414
6499,356552.0,0.02745196097225498
6732,356785.0,0.027456180017584163
5386,355439.0,0.027459797922286547
8948,359001.0,0.027472526017349064
11844,361897.0,0.027475911176186807
18139,368192.0,0.02748335977419916
17631,367684.0,0.02749327580606979
3823,353876.0,0.02749385298255334
12933,362986.0,0.02750147790830546
18148,368201.0,0.02750634652893384
12498,362551.0,0.027510665927975842
20023,370076.0,0.027514737060536056
18442,368495.0,0.027531222435437597
2574,352627.0,0.027548486802745027
23661,373714.0,0.027549033089689583
4839,354892.0,0.02754953135900189
2081,352134.0,0.02759220629316307
8950,359003.0,0.027622577879812298
15258,365311.0,0.02764223305054724
21564,371617.0,0.027669631430836037
15832,365885.0,0.027680252904116368
10769,360822.0,0.02768268351106977
2711,352764.0,0.02769074064508781
18759,368812.0,0.02769178956725722
17301,367354.0,0.027700544405277295
6800,356853.0,0.02770450886056175
23516,373569.0,0.0277118487000832
24704,374757.0,0.02771945612910121
7729,357782.0,0.02772472015723235
1589,351642.0,0.027749989479688184
2614,352667.0,0.02775104637318813
9014,359067.0,0.027757797733005674
2199,352252.0,0.027762980148390806
3479,353532.0,0.027771527292185013
11101,361154.0,0.027773277379977476
5948,356001.0,0.02778077999364976
8849,358902.0,0.027794139831432103
4592,354645.0,0.027799385141473038
16845,366898.0,0.027825597524578347
5815,355868.0,0.027841363137147346
9456,359509.0,0.02785261039302448
14581,364634.0,0.02785460814653437
4330,354383.0,0.027860226050855023
3380,353433.0,0.02786412321703916
16157,366210.0,0.0278809641166275
13201,363254.0,0.027895621462573232
21609,371662.0,0.02790455335344862
22860,372913.0,0.027905706288819297
10173,360226.0,0.027916979052921467
21747,371800.0,0.02791936782694478
9696,359749.0,0.02793938027879405
12548,362601.0,0.027958910671114917
1148,351201.0,0.02796104987308157
16168,366221.0,0.027969645354476054
11957,362010.0,0.027974214644352256
5728,355781.0,0.02798229345779134
61,350114.0,0.0279998449620178
19267,369320.0,0.028005927699877215
6700,356753.0,0.028008822168873317
1914,351967.0,0.02801796404139774
8305,358358.0,0.028029904939548992
6240,356293.0,0.028044261740431543
5430,355483.0,0.028053951850733543
12448,362501.0,0.028058199695046214
213,350266.0,0.028060577477526244
9072,359125.0,0.028090130837551342
5787,355840.0,0.02810155225708294
19821,369874.0,0.028105661121885193
5927,355980.0,0.028113504675460494
23976,374029.0,0.028122636218714595
1446,351499.0,0.028123195310940298
24616,374669.0,0.02814158125923951
2100,352153.0,0.02814497265152767
8306,358359.0,0.028153531826385386
4845,354898.0,0.02816662078187573
15727,365780.0,0.028167374178184493
5188,355241.0,0.028173279045278183
2378,352431.0,0.02817974448319248
9308,359361.0,0.02818423787331704
7565,357618.0,0.02823171002192287
23220,373273.0,0.028284286321163137
4741,354794.0,0.028289555829994817
1048,351101.0,0.02830161872957201
10391,360444.0,0.028304896399135946
1482,351535.0,0.02831714681029335
20814,370867.0,0.028329532598907792
16378,366431.0,0.028338525116520456
22177,372230.0,0.028384511367077862
17641,367694.0,0.028394115375743417
13783,363836.0,0.028396845764225652
20057,370110.0,0.02839770397051064
24487,374540.0,0.028401325490482233
9071,359124.0,0.028414538418050535
18637,368690.0,0.028418129594807617
15718,365771.0,0.028423191424511274
337,350390.0,0.028428938390316606
10373,360426.0,0.028434841999893528
21804,371857.0,0.028458586871445
20000,370053.0,0.028495769195721714
15287,365340.0,0.02850836931246254
16978,367031.0,0.02851728523635852
15818,365871.0,0.028524703184241544
2259,352312.0,0.028525992948176176
14307,364360.0,0.02855348219460446
21357,371410.0,0.02855743478372786
17710,367763.0,0.02857274259659884
6341,356394.0,0.02857552893511089
15815,365868.0,0.02857650443338324
24956,375009.0,0.028599879256957488
7262,357315.0,0.02860286083072493
16908,366961.0,0.02861244596604388
6359,356412.0,0.028634683082960372
21594,371647.0,0.028638073883932566
16086,366139.0,0.028642466908735707
22622,372675.0,0.028643416208601
13496,363549.0,0.028643677614883185
24508,374561.0,0.02864880384340372
12499,362552.0,0.028658345547299992
13356,363409.0,0.028663001969392202
294,350347.0,0.028668768651114358
16662,366715.0,0.028677060573735428
7073,357126.0,0.028681085506830566
153,350206.0,0.028696728724816607
24033,374086.0,0.02872709011048571
12240,362293.0,0.028728206119314547
22299,372352.0,0.028758711605843517
17169,367222.0,0.028769638201878438
1256,351309.0,0.02877096540062925
5355,355408.0,0.02878497773991579
23663,373716.0,0.028795245898774767
7270,357323.0,0.028806930672069773
9407,359460.0,0.028807052432967033
180,350233.0,0.02880862964232185
17414,367467.0,0.028835654584543256
18863,368916.0,0.028840763368903868
19353,369406.0,0.02885708098796577
13120,363173.0,0.02886670668478456
9298,359351.0,0.02887100475687601
16949,367002.0,0.028871747041847584
8941,358994.0,0.02887945257960155
10702,360755.0,0.028889674527190077
2590,352643.0,0.028890686353520025
6635,356688.0,0.02889329976087749
24980,375033.0,0.028896496099734274
15972,366025.0,0.028909126598978582
23129,373182.0,0.02891998258319794
2194,352247.0,0.0289347783964506
9026,359079.0,0.02893995826808522
12039,362092.0,0.02894213255156866
7048,357101.0,0.028951483961208495
17015,367068.0,0.028955921441161898
69,350122.0,0.028967351738101443
1905,351958.0,0.028969582084120725
8568,358621.0,0.028972842370704372
753,350806.0,0.0289936799871982
14323,364376.0,0.028998233755529006
13793,363846.0,0.029000954677715563
964,351017.0,0.02900360913813666
7377,357430.0,0.02900547944218901
11299,361352.0,0.02900764585721518
17831,367884.0,0.029015659000882797
18440,368493.0,0.029046634968667034
13533,363586.0,0.02905873436216187
14160,364213.0,0.029067371108625718
24441,374494.0,0.029073690679405434
6495,356548.0,0.029082770613623903
19991,370044.0,0.029101269723239818
13821,363874.0,0.02911468544081384
2509,352562.0,0.02911681915973546
15059,365112.0,0.029129608919655662
18506,368559.0,0.029148697527759684
4597,354650.0,0.029160759787813587
8148,358201.0,0.029163369894891846
20767,370820.0,0.029187696237124968
22914,372967.0,0.029195459192226547
9689,359742.0,0.029206354621660907
20557,370610.0,0.029228711133360428
11171,361224.0,0.029234685196078063
10796,360849.0,0.029243567496918112
18828,368881.0,0.029247602327231153
20865,370918.0,0.029247709778627725
24814,374867.0,0.029255095419263494
9831,359884.0,0.029260361525698587
12570,362623.0,0.029263700602607086
15020,365073.0,0.02931208491228555
14696,364749.0,0.02932644411482686
18925,368978.0,0.029328892544953782
12690,362743.0,0.029330798879103646
5780,355833.0,0.029336187755947898
3389,353442.0,0.029354266254323934
1894,351947.0,0.02935556229695525
3763,353816.0,0.02938944717261519
2073,352126.0,0.02939869185958092
2846,352899.0,0.029415802852737743
22858,372911.0,0.029421711403918492
6416,356469.0,0.029430239812342194
155,350208.0,0.029455082789669795
5500,355553.0,0.02945773753292193
19416,369469.0,0.029458339777446135
6693,356746.0,0.029461221263338146
21513,371566.0,0.029468486768844827
3907,353960.0,0.02947553391286707
9652,359705.0,0.029478571576669065
22745,372798.0,0.02948047535611279
24258,374311.0,0.029504842088064507
4221,354274.0,0.0295054362665481
21492,371545.0,0.029511211522784294
1680,351733.0,0.0295127009099761
16339,366392.0,0.02952925318896317
18794,368847.0,0.02953502610361288
5146,355199.0,0.029541018705548316
23474,373527.0,0.029541595765377363
17929,367982.0,0.02957342154430364
21721,371774.0,0.02958018206395958
12433,362486.0,0.02959507656483654
21084,371137.0,0.029623965412132316
1793,351846.0,0.029657813299814904
21976,372029.0,0.029663069834711887
